Airport Id|Airport Code|Airport Name|City Name|Country Name
2132|EPH|Ephrata|Ephrata|United States
2133|EPI|Epi|Epi|Vanuatu
2134|EPK|Episkopi|Episkopi|Cyprus
2135|EPL|Mirecourt|Epinal|France
2136|EPN|Epena|Epena|Congo
2137|EPR|Esperance|Esperance|Australia
2138|EPS|Arroyo Barril Intl.|Samana|Dominican Republic
2139|EPT|Eliptamin|Eliptamin|Papua New Guinea
2140|EPU|Parnu|Parnu|Estonia
2141|EQS|Esquel|Esquel|Argentina
2142|ERA|Erigavo|Erigavo|Somalia
2143|ERB|Ernabella|Ernabella|Australia
2144|ERC|Erzincan|Erzincan|Turkey
2145|ERD|Berdyansk|Berdyansk|Ukraine
2146|ERE|Erave|Erave|Papua New Guinea
2147|ERF|Erfurt|Erfurt|Germany
2148|ERH|Moulay Ali Cherif|Er-Rachidia|Morocco
2149|ERI|Intl.|Erie|United States
2150|ERM|Comandante Kraemer|Erechim|Brazil
2151|ERN|Eirunepe|Eirunepe|Brazil
2152|ERO|Coast Guard|Eldred Rock|United States
2153|ERR|Errol|Errol|United States
2154|ERS|Eros|Windhoek|Namibia
2155|ERT|Erdenet|Erdenet|Mongolia
2156|ERU|Erume|Erume|Papua New Guinea
2157|ERV|Kerrville|Kerrville|United States
2158|ERZ|Budrum|Erzurum|Turkey
2159|ESB|Esenboga|Ankara|Turkey
2160|ESC|Delta County Arpt|Escanaba|United States
2161|ESD|Orcas Island|Eastsound|United States
2162|ESE|Ensenada|Ensenada|Mexico
2163|ESF|Esler Field|Alexandria|United States
2164|ESG|Mariscal Estigarribia|Mariscal Estigarribia|Paraguay
2165|ESH|Shoreham|Shoreham By Sea|United Kingdom
2166|ESI|Espinosa|Espinosa|Brazil
2167|ESK|Eskisehir|Eskisehir|Turkey
2168|ESL|Elista|Elista|Russian Federation
2169|ESM|Esmeraldas|Esmeraldas|Ecuador
2170|ESN|Easton|Easton|United States
2171|ESO|Espanola|Espanola|United States
2172|ESP|Birchwood-Pocono|East Stroudsburg|United States
2173|ESR|El Salvador|El Salvador|Chile
2174|ESS|Essen|Essen|Germany
2175|EST|Municipal|Estherville|United States
2176|ESU|Essaouira|Essaouira|Morocco
2177|ESW|State|Easton|United States
2178|ETB|West Bend|West Bend|United States
2179|ETD|Etadunna|Etadunna|Australia
2180|ETE|Genda Wuha|Genda Wuha|Ethiopia
2181|ETH|Eilat|Eilat|Israel
2182|ETN|Municipal|Eastland|United States
2183|ETS|Municipal|Enterprise|United States
2184|ETZ|Metz-nancy-lorraine|Metz/nancy|France
2185|EUA|Kaufana|Eua|Tonga
2186|EUC|Eucla|Eucla|Australia
2187|EUE|Eureka|Eureka|United States
2188|EUF|Weedon Field|Eufaula|United States
2189|EUG|Eugene|Eugene|United States
2190|EUM|Neumuenster|Neumuenster|Germany
2191|EUN|Hassan I|Laayoune|Morocco
2192|EUO|Paratebueno|Paratebueno|Colombia
2193|EUQ|Evelio Javier|Antique|Philippines
2194|EUX|F D Roosevelt|St Eustatius|Netherlands Antilles
2195|EVA|Landing Strip|Evadale|United States
2196|EVD|Eva Downs|Eva Downs|Australia
2197|EVE|Evenes|Harstad-narvik|Norway
2198|EVG|Sveg|Sveg|Sweden
2199|EVH|Evans Head|Evans Head|Australia
2200|EVM|Eveleth|Eveleth|United States
2201|EVN|Zvartnots|Yerevan|Armenia
2202|EVV|Evansville Regional Arpt.|Evansville|
2203|EVW|Evanston|Evanston|United States
2204|EVX|Evreux|Evreux|France
2205|EWB|New Bedford|New Bedford|United States
2206|EWD|Wildman Lake|Wildman Lake|United States
2207|EWE|Ewer|Ewer|Indonesia
2208|EWI|Enarotali|Enarotali|Indonesia
2209|EWK|City-County|Newton|United States
2210|EWN|Simmons Nott|New Bern|United States
2211|EWO|Ewo|Ewo|Congo
2212|EWR|Newark Liberty Intl.|Newark|United States
2213|EWY|Greenham RAF|Newbury|United Kingdom
2214|EXI|SPB|Excursion Inlet|United States
2215|EXM|Exmouth Gulf|Exmouth Gulf|Australia
2216|EXT|Exeter|Exeter|United Kingdom
2217|EYL|Yelimane|Yelimane|Mali
2218|EYP|El Yopal|El Yopal|Colombia
2219|EYR|Yerington|Yerington|United States
2220|EYS|Eliye Springs|Eliye Springs|Kenya
2221|EYW|Intl.|Key West|United States
2222|EZE|Ezeiza Ministro Pistarini|Buenos Aires|Argentina
2223|EZS|Elazig|Elazig|Turkey
2224|FAA|Faranah|Faranah|Guinea
2225|FAB|Farnborough|Farnborough|United Kingdom
2226|FAC|Faaite|Faaite|French Polynesia
2227|FAE|Vagar|SorvÃ¡gur|Faroe Islands
2228|FAF|Felker AAF|Fort Eustis|United States
2229|FAG|Fagurholsmyri|Fagurholsmyri|Iceland
2230|FAH|Farah|Farah|Afghanistan
2231|FAI|Fairbanks Intl. Arpt.|Fairbanks|United States
2232|FAJ|Diego Jimenez Torres|Fajardo|Puerto Rico
2233|FAK|False Island|False Island|United States
2234|FAL|Falcon State|Roma|United States
2235|FAM|Regional|Farmington|United States
2236|FAN|Lista|Farsund|Norway
2237|FAO|Faro|Faro|Portugal
2238|FAQ|Freida River|Freida River|Papua New Guinea
2239|FAR|Hector Field|Fargo|United States
2240|FAS|Faskrudsfjordur|Faskrudsfjordur|Iceland
2241|FAT|Fresno Air Terminal Arpt.|Fresno|United States
2242|FAV|Fakarava|Fakarava|French Polynesia
2243|FAY|Municipal|Fayetteville|United States
2244|FAZ|Fasa|Fasa|Iran
2245|FBD|Faizabad|Faizabad|Afghanistan
2246|FBE|Francisco Beltrao|Francisco Beltrao|Brazil
2247|FBG|Simmons AAF|Fort Bragg|United States
2248|FBK|Ft Wainwright|Fairbanks|United States
2249|FBL|Municipal|Faribault|United States
2250|FBM|Luano|Lubumbashi|Democratic Republic Of Congo
2251|FBR|Fort Bridger|Fort Bridger|United States
2252|FBS|Friday Harbor SPB|Friday Harbor SPB|United States
2253|FBY|Municipal|Fairbury|United States
2254|FCA|Glacier Park Intl.|Kalispell|
2255|FCB|Ficksburg Sentra Oes|Ficksburg|South Africa
2256|FCH|Fresno-Chandler|Fresno|United States
2257|FCM|Flying Cloud|Minneapolis|United States
2258|FCN|Cuxhaven/Nordholz|Cuxhaven|Germany
2259|FCO|Leonardo da Vinci Intl.|Rome|Italy
2260|FCS|Butts AAF|Colorado Springs|United States
2261|FCT|Firing Center AAF|Yakima|United States
2262|FCY|Municipal|Forrest City|United States
2263|FDE|Bringeland|Forde|Norway
2264|FDF|Lamentin|Fort De France|Martinique
2265|FDH|Friedrichshafen|Friedrichshafen|Germany
2266|FDK|Frederick Municipal|Frederick|United States
2267|FDR|Municipal|Frederick|United States
2268|FDU|Bandundu|Bandundu|Democratic Republic Of The Congo
2269|FDY|Findlay|Findlay|United States
2270|FEA|Fetlar|Fetlar|United Kingdom
2271|FEB|Sanfebagar|Sanfebagar|Nepal
2272|FEC|Feira De Santana|Feira De Santana|Brazil
2273|FEG|Fergana|Fergana|Uzbekistan
2274|FEJ|Feijo|Feijo|Brazil
2275|FEK|Ferkessedougou|Ferkessedougou|Cote d'Ivoire
2276|FEL|Fuerstenfeldbruck|Fuerstenfeldbruck|Germany
2277|FEN|Fernando De Noronha|Fernando De Noronha|Brazil
2278|FEP|Albertus|Freeport|United States
2279|FER|Fergusons Gulf|Fergusons Gulf|Kenya
2280|FES|San Fernando|San Fernando|Spain
2281|FET|Municipal|Fremont|United States
2282|FEW|Warren AFB|Cheyenne|United States
2283|FEZ|Sais|Fez|Morocco
2284|FFA|First Flight|Kill Devil Hills|United States
2285|FFD|RAF Station|Fairford|United Kingdom
2286|FFL|Municipal|Fairfield|United States
2287|FFM|Fergus Falls|Fergus Falls|United States
2288|FFO|Patterson Afb|Dayton|United States
2289|FFT|Capital City|Frankfort|
2290|FFU|Futaleufu|Futaleufu|Chile
2291|FGD|Fderik|Fderik|Mauritania
2292|FGI|Fagali I|Apia|Samoa
2293|FGL|Fox Glacier|Fox Glacier|New Zealand
2294|FGR|Fuengirola|Fuengirola|Spain
2295|FGU|Fangatau|Fangatau|French Polynesia
2296|FHU|Municipal|Sierra Vista|United States
2297|FHZ|Fakahina|Fakahina|French Polynesia
2298|FIC|Fire Cove|Fire Cove|United States
2299|FID|Elizabeth Field|Fishers Island|United States
2300|FIE|Fair Isle|Fair Isle|United Kingdom
2301|FIG|Fria|Fria|Guinea
2302|FIH|N'Djili Airport|Kinshasa|Democratic Republic Of Congo
2303|FIK|Finke|Finke|Australia
2304|FIL|Municipal|Fillmore|United States
2305|FIN|Finschhafen|Finschhafen|Papua New Guinea
2306|FIV|Five Finger|Five Finger Coast Guard Heliport|United States
2307|FIZ|Fitzroy Crossing|Fitzroy Crossing|Australia
2308|FJR|Fujairah Intl|Al-fujairah|United Arab Emirates
2309|FKB|Soellingen|Karlsruhe/Baden Baden|Germany
2310|FKH|Sculthorp RAF|Fakenham|United Kingdom
2311|FKI|Kisangani|Kisangani|Democratic Republic of Congo
2312|FKJ|Fukui|Fukui|Japan
2313|FKL|Chess-Lambertin|Franklin|United States
2314|FKN|Municipal|Franklin|United States
2315|FKQ|Fak Fak|Fak Fak|Indonesia
2316|FLA|Capitolio|Florencia|Colombia
2317|FLB|Cangapara|Floriano|Brazil
2318|FLC|Falls Creek|Falls Creek|Australia
2319|FLD|Fond Du Lac|Fond Du Lac|United States
2320|FLE|Fort Lee AAF|Petersburg|United States
2321|FLF|Schaferhaus|Flensburg|Germany
2322|FLG|Pulliam Field|Grand Canyon|United States
2323|FLH|Flotta|Flotta|United Kingdom
2324|FLI|Flateyri|Flateyri|Iceland
2325|FLJ|Falls Bay|Falls Bay|United States
2326|FLL|Fort Lauderdale/hollywood Intl.|Miami|United States
2327|FLM|Filadelfia|Filadelfia|Paraguay
2328|FLN|Hercilio Luz|Florianopolis|Brazil
2329|FLO|Florence|Florence|United States
2330|FLP|Flippin|Flippin|United States
2331|FLR|Peretola|Florence|Italy
2332|FLS|Flinders Island|Flinders Island|Australia
2333|FLT|Flat|Flat|United States
2334|FLU|Flushing|New York|United States
2335|FLV|Sherman AAF|Fort Leavenworth|United States
2336|FLW|Santa Cruz|Flores Island|Portugal
2337|FLX|Municipal|Fallon|United States
2338|FLY|Finley|Finley|Australia
2339|FMA|El Pucu|Formosa|Argentina
2340|FMC|Five Mile|Five Mile|United States
2341|FME|Tipton AAF|Fort Meade|United States
2342|FMG|Flamingo|Flamingo|Costa Rica
2343|FMH|Otis AFB|Falmouth|United States
2344|FMI|Kalemie|Kalemie|Zaire
2345|FMM|Memmingen-AllgÃ¤u|Memmingen|Germany
2346|FMN|Municipal|Farmington|United States
2347|FMO|Greven|Muenster/Osnabrueck|Germany
2348|FMS|Municipal|Fort Madison|United States
2349|FMY|Page Field|Fort Myers|United States
2350|FNA|Lungi Intl.|Freetown|Sierra Leone
2351|FNB|Neubrandenburg|Neubrandenburg|Germany
2352|FNC|Madeira|Funchal|Portugal
2353|FNE|Fane|Fane|Papua New Guinea
2354|FNG|Fada Ngourma|Fada Ngourma|Burkina Faso
2355|FNI|Garons|Nimes|France
2356|FNJ|Sunan Intl.|Pyongyang|Korea
2357|FNK|Fin Creek|Fin Creek|United States
2358|FNL|Municipal Arpt.|Fort Collins/Loveland|United States
2359|FNR|SPB|Funter Bay|United States
2360|FNT|Bishop Intl. Arpt.|Flint|United States
2361|FOA|Foula|Foula|United Kingdom
2362|FOB|Fort Bragg|Fort Bragg|United States
2363|FOC|Fuzhou|Fuzhou|China
2364|FOD|Fort Dodge Regional|Fort Dodge|
2365|FOE|Forbes Field|Topeka|
2366|FOG|Gino Lisa|Foggia|Italy
2367|FOK|Suffolk County|Westhampton|United States
2368|FOM|Foumban|Foumban|Cameroon
2369|FON|Fortuna|Fortuna|Costa Rica
2370|FOO|Numfoor|Numfoor|Indonesia
2371|FOR|Pinto Martins|Fortaleza|Brazil
2372|FOS|Forrest|Forrest|Australia
2373|FOT|Forster|Forster|Australia
2374|FOU|Fougamou|Fougamou|Gabon
2375|FOX|Fox|Fox|United States
2376|FOY|Foya|Foya|Liberia
2377|FPO|Grand Bahama Intl.|Freeport|Bahamas
2378|FPR|St Lucie County|Fort Pierce|United States
2379|FPY|Perry-Foley|Perry|United States
2380|FRA|Frankfurt Intl. Arpt.|Frankfurt|Germany
2381|FRB|Forbes|Forbes|Australia
2382|FRC|Franca|Franca|Brazil
2383|FRD|Friday Harbor|Friday Harbor|United States
2384|FRE|Fera Island|Fera Island|Solomon Islands
2385|FRF|Rhein-Main AFB|Frankfurt|Germany
2386|FRG|Republic Field|Farmingdale|United States
2387|FRH|Municipal|French Lick|United States
2388|FRI|Marshall AAF|Fort Riley|
2389|FRJ|Frejus|Frejus|France
2390|FRK|Fregate Is|Fregate Is|Seychelles
2391|FRL|Luigi Ridolfi|Forli|Italy
2392|FRM|Fairmont|Fairmont|United States
2393|FRN|Bryant AAF|Fort Richardson|United States
2394|FRO|Flora|Floro|Norway
2395|FRP|Fresh Water Bay|Fresh Water Bay|United States
2396|FRQ|Feramin|Feramin|Papua New Guinea
2397|FRR|Front Royal-Warren County|Front Royal|
2398|FRS|Santa Elena|Flores|Guatemala
2399|FRT|Frutillar|Frutillar|Chile
2400|FRU|Manas|Bishkek|Kyrgyzstan
2401|FRW|Francistown|Francistown|Botswana
2402|FRY|Fryeburg|Fryeburg|United States
2403|FRZ|Fritzlar Airbase|Fritzlar|Germany
2404|FSC|Sud Corse|Figari|France
2405|FSD|Joe Foss Field Arpt.|Sioux Falls|United States
2406|FSI|Henry Post AAF|Fort Sill|United States
2407|FSK|Municipal|Fort Scott|United States
2408|FSL|Fossil Downs|Fossil Downs|Australia
2409|FSM|Regional|Fort Smith|United States
2410|FSN|Haley AAF|Fort Sheridan|United States
2411|FSP|Saint-pierre Pointe-blanche|St Pierre|St. Pierre And Miquelon
2412|FSS|Kinloss|Forres|United Kingdom
2413|FST|Pecos County|Fort Stockton|United States
2414|FSU|Fort Sumner|Fort Sumner|United States
2415|FTA|Futuna Arpt.|Futuna Island|Vanuatu
2416|FTE|El Calafate|El Calafate|Argentina
2417|FTI|Fitiuta|Fitiuta|American Samoa
2418|FTK|Godman AAF|Fort Knox|United States
2419|FTL|Fortuna Ledge|Fortuna Ledge|United States
2420|FTU|Marillac|Fort Dauphin|Madagascar
2421|FTW|Meacham Field|Fort Worth|United States
2422|FTX|Owando|Owando|Congo
2423|FTY|Fulton County|Atlanta|United States
2424|FUB|Fulleborn|Fulleborn|Papua New Guinea
2425|FUE|Fuerteventura|Puerto del Rosario|Spain
2426|FUG|Fuyang|Fuyang|China
2427|FUJ|Fukue|Fukue|Japan
2428|FUK|Fukuoka|Fukuoka|Japan
2429|FUL|Municipal|Fullerton|United States
2430|FUM|Fuma|Fuma|Papua New Guinea
2431|FUN|Intl.|Funafuti Atol|Tuvalu
2432|FUT|Futuna Island|Futuna Island|Wallis and Futuna Islands
2433|FVL|Flora Valey|Flora Valley|Australia
2434|FVR|Forrest River Arpt.|Forrest River|Australia
2435|FWA|Municipal/Baer Field|Fort Wayne|United States
2436|FWH|Fort Worth NAS Jrb/Carswell Field|Fort Worth|
2437|FWL|Farewell|Farewell|United States
2438|FWM|Heliport|Fort William|United Kingdom
2439|FXE|Executive|Fort Lauderdale|United States
2440|FXM|Flaxman Island|Flaxman Island|United States
2441|FXO|Cuamba|Cuamba|Mozambique
2442|FXY|Municipal|Forest City|United States
2443|FYM|Municipal|Fayetteville|United States
2444|FYN|Fuyun|Fuyun|China
2445|FYT|Faya|Faya|Chad
2446|FYU|Fort Yukon|Fort Yukon|United States
2447|FYV|Municipal|Fayetteville|United States
2448|FZO|Filton|Bristol|United Kingdom
2449|GAA|Guamal|Guamal|Colombia
2450|GAB|Gabbs|Gabbs|United States
2451|GAC|Gracias|Gracias|Honduras
2452|GAD|Municipal|Gadsden|United States
2453|GAE|Gabes|Gabes|Tunisia
2454|GAF|Gafsa|Gafsa|Tunisia
2455|GAG|Gage|Gage|United States
2456|GAH|Gayndah|Gayndah|Australia
2457|GAI|Montgomery County|Gaithersburg|United States
2458|GAJ|Junmachi|Yamagata|Japan
2459|GAK|Gakona|Gakona|United States
2460|GAL|Galena|Galena|United States
2461|GAM|Gambell|Gambell|United States
2462|GAN|Gan Arpt.|Gan Island|Maldives
2463|GAO|Los Canos|Guantanamo|Cuba
2464|GAP|Gusap|Gusap|Papua New Guinea
2465|GAR|Garaina|Garaina|Papua New Guinea
2466|GAS|Garissa|Garissa|Kenya
2467|GAT|Tallard|Gap|France
2468|GAU|Borjhar|Gawahati|India
2469|GAV|Gag Island|Gag Island|Indonesia
2470|GAW|Gangaw|Gangaw|Myanmar
2471|GAX|Gamba|Gamba|Gabon
2472|GAY|Gaya|Gaya|India
2473|GAZ|Guasopa|Guasopa|Papua New Guinea
2474|GBA|Big Bay|Big Bay|Vanuatu
2475|GBB|Gara Djebilet|Gara Djebilet|Algeria
2476|GBC|Gasuke|Gasuke|Papua New Guinea
2477|GBD|Great Bend|Great Bend|United States
2478|GBE|Sir Seretse Khama Intl.|Gaborone|Botswana
2479|GBF|Negarbo|Negarbo|Papua New Guinea
2480|GBG|Galesburg|Galesburg|United States
2481|GBH|Galbraith Lake|Galbraith Lake|United States
2482|GBI|Auxiliary Airfield|Grand Bahama|Bahamas
2483|GBJ|Les Bases|Marie Galante|Guadeloupe
2484|GBK|Gbangbatok|Gbangbatok|Sierra Leone
2485|GBL|Goulburn Island|Goulburn Island|Australia
2486|GBM|Garbaharey|Garbaharey|Somalia
2487|GBN|San Giovanni Rotondo|San Giovanni Rotondo|Italy
2488|GBO|Baltimore Greenbelt T|Baltimore|United States
2489|GBP|Gamboola|Gamboola|Australia
2490|GBQ|Muharraq|Muharraq|Bahrain
2491|GBR|Walter J. Koladza Arpt.|Great Barrington|United States
2492|GBS|Port Fitzroy|Port Fitzroy|New Zealand
2493|GBT|Gorgan|Gorgan|Iran
2494|GBU|Khashm El Girba|Khashm El Girba|Sudan
2495|GBV|Gibb River|Gibb River|Australia
2496|GBZ|Great Barrier Island|Great Barrier Island|New Zealand
2497|GCA|Guacamaya|Guacamaya|Colombia
2498|GCC|Campbell County|Gillette|United States
2499|GCI|Guernsey|Guernsey|United Kingdom
2500|GCJ|Grand Central|Johannesburg|South Africa
2501|GCK|Garden City Municipal Arpt.|Garden City|
2502|GCM|Owen Roberts Intl.|Georgetown|Cayman Islands
2503|GCN|National Park|Grand Canyon|United States
2504|GCV|Gravatai|Gravatai|Brazil
2505|GCY|Municipal|Greenville|United States
2506|GDA|Gounda|Gounda|Central African Republic
2507|GDD|Gordon Downs|Gordon Downs|Australia
2508|GDE|Gode/Iddidole|Gode/Iddidole|Ethiopia
2509|GDG|Magdagachi|Magdagachi|Russian Federation
2510|GDH|Golden Horn Lodge SPB|Golden Horn Lodge|
2511|GDI|Gordil|Gordil|Central African Republic
2512|GDJ|Gandajika|Gandajika|Zaire
2513|GDL|Don Miguel Hidalgo y Costilla Intl.|Guadalajara|Mexico
2514|GDM|Municipal|Gardner|United States
2515|GDN|Lech Walesa|Gdansk|Poland
2516|GDO|Vare Maria|Guasdualito|Venezuela
2517|GDP|Guadalupe|Guadalupe|Brazil
2518|GDQ|Gondar|Gondar|Ethiopia
2519|GDT|Grand Turk Is|Grand Turk Is|Turks and Caicos Islands
2520|GDV|Dawson Community|Glendive|United States
2521|GDW|Gladwin|Gladwin|United States
2522|GDX|Magadan|Magadan|Russian Federation
2523|GDZ|Gelendzik|Gelendzik|Russian Federation
2524|GEA|Magenta|Noumea|New Caledonia
2525|GEB|Gebe|Gebe|Indonesia
2526|GEC|Gecitkale|Gecitkale|Cyprus
2527|GED|Sussex County|Georgetown|United States
2528|GEE|George Town|George Town|Tasmania
2529|GEF|Geva Airstrip|Geva|Solomon Islands
2530|GEG|Spokane Intl.|Spokane|United States
2531|GEI|Green Islands|Green Islands|Papua New Guinea
2532|GEK|Ganes Creek|Ganes Creek|United States
2533|GEL|Sepe Tiaraju|Santo Angelo|Brazil
2534|GEO|Cheddi Jagan Intl.|Georgetown|Guyana
2535|GER|Rafael Cabrera|Nueva Gerona|Cuba
2536|GES|General Santos Intl.|General Santos|Philippines
2537|GET|Geraldton|Geraldton|Australia
2538|GEV|Gallivare|Gallivare|Sweden
2539|GEW|Gewoia|Gewoia|Papua New Guinea
2540|GEX|Geelong|Geelong|Australia
2541|GEY|South Big Horn County|Greybull|United States
2542|GFA|Malmstrom AFB|Great Falls|United States
2543|GFB|Togiak Fish|Togiak Fish|United States
2544|GFD|Pope Field|Greenfield|United States
2545|GFE|Grenfell|Grenfell|Australia
2546|GFF|Griffith|Griffith|Australia
2547|GFK|Grand Forks|Grand Forks|United States
2548|GFL|Warren County|Glens Falls|United States
2549|GFN|Grafton|Grafton|Australia
2550|GFO|Bartica|Bartica|Guyana
2551|GFR|Granville|Granville|France
2552|GFY|Grootfontein|Grootfontein|Namibia
2553|GGC|Lumbala|Lumbala|Angola
2554|GGD|Gregory Downs|Gregory Downs|Australia
2555|GGE|Georgetown|Georgetown|United States
2556|GGG|Kilgore|Kilgore|United States
2557|GGL|Gilgal|Gilgal|Colombia
2558|GGN|Gagnoa|Gagnoa|Cote D'Ivoire
2559|GGO|Guiglo|Guiglo|Cote D'Ivoire
2560|GGR|Garoe|Garoe|Somalia
2561|GGS|Gobernador Gregores|Gobernador Gregores|Argentina
2562|GGT|Exuma Intl.|George Town|Bahamas
2563|GGW|Intl.|Glasgow|United States
2564|GHA|Noumerate|Ghardaia|Algeria
2565|GHB|Governors Harbour|Governors Harbour|Bahamas
2566|GHC|Great Harbour|Great Harbour|Bahamas
2567|GHD|Ghimbi|Ghimbi|Ethiopia
2568|GHE|Garachine|Garachine|Panama
2569|GHF|Giebelstadt|Giebelstadt|Germany
2570|GHK|Gush Katif|Gush Katif|Israel
2571|GHM|Municipal|Centerville|United States
2572|GHN|Guanghan|Guanghan|China
2573|GHT|Ghat|Ghat|Libya
2574|GHU|Gualeguaychu|Gualeguaychu|Argentina
2575|GIB|North Front|Gibraltar|Gibraltar
2576|GIC|Boigu Island|Boigu Island|Australia
2577|GID|Gitega|Gitega|Burundi
2578|GIF|Gilbert Field|Winter Haven|United States
2579|GIG|GaleÃ£oâ€“antonio Carlos Jobim Intl. Arpt.|Rio De Janeiro|Brazil
2580|GII|Siguiri|Siguiri|Guinea
2581|GIL|Gilgit|Gilgit|Pakistan
2582|GIM|Miele Mimbale|Miele Mimbale|Gabon
2583|GIR|Girardot|Girardot|Colombia
2584|GIS|Gisborne|Gisborne|New Zealand
2585|GIT|Geita|Geita|Tanzania
2586|GIU|Sigiriya Slaf Base|Sigiriya|Sri Lanka
2587|GIZ|Jazan|Jazan|Saudi Arabia
2588|GJA|Guanaja|Guanaja|Honduras
2589|GJL|Jijel|Jijel|Algeria
2590|GJM|Guajara-Mirim|Guajara-Mirim|Brazil
2591|GJR|Gjogur|Gjogur|Iceland
2592|GJT|Walker Field|Grand Junction|United States
2593|GKA|Goroka|Goroka|Papua New Guinea
2594|GKE|Geilenkirchen|Geilenkirchen|Germany
2595|GKH|Gorkha|Gorkha|Nepal
2596|GKL|Great Keppel Island|Great Keppel Island|Australia
2597|GKN|Gulkana|Gulkana|United States
2598|GKO|Kongoboumba|Kongoboumba|Gabon
2599|GKT|Gatlinburg|Gatlinburg|United States
2600|GLC|Geladi|Geladi|Ethiopia
2601|GLD|Renner Field|Goodland|United States
2602|GLE|Municipal|Gainesville|United States
2603|GLF|Golfito|Golfito|Costa Rica
2604|GLG|Glengyle|Glengyle|Australia
2605|GLH|Greenville|Greenville|United States
2606|GLI|Glen Innes|Glen Innes|Australia
2607|GLK|Galcaio|Galcaio|Somalia
2608|GLL|Klanten Arpt|Gol|Norway
2609|GLM|Glenormiston|Glenormiston|Australia
2610|GLN|Goulimime|Goulimime|Morocco
2611|GLO|Gloucestershire|Gloucester|United Kingdom
2612|GLP|Gulgubip|Gulgubip|Papua New Guinea
2613|GLQ|Glennallen|Glennallen|United States
2614|GLR|Otsego County|Gaylord|United States
2615|GLS|Scholes Field|Galveston|United States
2616|GLT|Gladstone|Gladstone|Australia
2617|GLV|Golovin|Golovin|United States
2618|GLW|Municipal|Glasgow|United States
2619|GLX|Galela|Galela|Indonesia
2620|GLY|Goldsworthy|Goldsworthy|Australia
2621|GLZ|Gilze-Rijen|Breda|Netherlands
2622|GMA|Gemena|Gemena|Zaire
2623|GMB|Gambela|Gambela|Ethiopia
2624|GMC|Guerima|Guerima|Colombia
2625|GME|Gomel|Gomel|Belarus
2626|GMI|Gasmata Island|Gasmata Island|Papua New Guinea
2627|GMM|Gamboma|Gamboma|Congo
2628|GMN|Greymouth|Greymouth|New Zealand
2629|GMO|Gombe |Gombe |Nigeria
2630|GMP|Gimpo Intl.|Seoul|Korea
2631|GMR|Gambier Is|Gambier Is|French Polynesia
2632|GMS|Guimaraes|Guimaraes|Brazil
2633|GMT|Granite Mountain|Granite Mountain|United States
2634|GMU|Greenville Downtown|Greenville|United States
2635|GMV|Monument Valley|Monument Valley Gldngs|United States
2636|GMY|Rheindahlen|Rheindahlen|Germany
2637|GMZ|La Gomera|San Sebas De La Gomera|Spain
2638|GNA|Grodna|Grodna|Belarus
2639|GNB|Grenoble-isere Arpt.|Grenoble|France
2640|GND|Point Salines Intl.|St. Georges|Grenada
2641|GNE|Ghent|Ghent|Belgium
2642|GNG|Gooding|Gooding|United States
2643|GNI|Green Island|Green Island|Taiwan
2644|GNM|Guanambi|Guanambi|Brazil
2645|GNN|Ghinnir|Ghinnir|Ethiopia
2646|GNR|General Roca|General Roca|Argentina
2647|GNS|Binaka|Gunungsitoli|Indonesia
2648|GNT|Milan|Grants|United States
2649|GNU|Goodnews Bay|Goodnews Bay|United States
2650|GNV|Gainesville Regional|Gainesville|United States
2651|GNZ|Ghanzi|Ghanzi|Botswana
2652|GOA|Cristoforo Colombo|Genova|Italy
2653|GOB|Goba|Goba|Ethiopia
2654|GOC|Gora|Gora|Papua New Guinea
2655|GOE|Gonalia|Gonalia|Papua New Guinea
2656|GOF|Goodfellow AFB|San Angelo|United States
2657|GOG|Gobabis|Gobabis|Namibia
2658|GOH|Nuuk|Nuuk|Greenland
2659|GOI|Dabolim|Goa|India
2660|GOJ|Nizhniy Novgorod|Nizhniy Novgorod|Russian Federation
2661|GOK|Guthrie|Guthrie|United States
2662|GOL|State|Gold Beach|United States
2663|GOM|Goma|Goma|Democratic Republic Of Congo
2664|GON|New London|New London|United States
2665|GOO|Goondiwindi|Goondiwindi|Australia
2666|GOP|Gorakhpur|Gorakhpur|India
2667|GOQ|Golmud|Golmud|China
2668|GOR|Gore|Gore|Ethiopia
2669|GOS|Gosford|Gosford|Australia
2670|GOT|Landvetter|Gothenburg|Sweden
2671|GOU|Garoua|Garoua|Cameroon
2672|GOV|Nhulunbuy|Gove|Australia
2673|GOY|Amparai|Gal Oya|Sri Lanka
2674|GOZ|Gorna Oriahovitsa|Gorna Oriahovitsa|Bulgaria
2675|GPA|Araxos Arpt.|Patras|Greece
2676|GPB|Tancredo Thomaz Faria|Guarapuava|Brazil
2677|GPI|Guapi|Guapi|Colombia
2678|GPL|Guapiles|Guapiles|Costa Rica
2679|GPN|Garden Point|Garden Point|Australia
2680|GPO|General Pico|General Pico|Argentina
2681|GPS|Baltra|Galapagos Is|Ecuador
2682|GPT|Gulfport-Biloxi Intl.|Gulfport|United States
2683|GPZ|Grand Rapids|Grand Rapids|United States
2684|GQJ|RAF Station|Machrihanish|United Kingdom
2685|GQQ|Galion|Galion|United States
2686|GRA|Gamarra|Gamarra|Colombia
2687|GRB|Austin-straubel Field|Green Bay|United States
2688|GRC|Grand Cess|Grand Cess|Liberia
2689|GRD|Greenwood|Greenwood|United States
2690|GRE|Municipal|Greenville|United States
